30,1,59496,9,13,1,4,3,1,2,2407,0,40,1,0,
48,1,149640,13,9,1,11,3,1,2,0,0,40,1,0,
42,1,116632,11,16,1,6,3,1,2,0,0,45,1,1,
29,1,105598,12,10,2,1,4,1,2,0,0,58,1,0,
36,1,155537,13,9,1,2,3,1,2,0,0,40,1,0,
28,1,183175,12,10,2,9,4,1,1,0,0,40,1,0,
53,1,169846,13,9,1,9,1,1,1,0,0,40,1,1,
49,3,191681,12,10,1,5,3,1,2,0,0,50,1,1,
19,1,101509,12,10,3,6,2,1,2,0,0,32,1,0,
31,1,309974,9,13,4,4,2,5,1,0,0,40,1,0,
29,2,162298,9,13,1,4,3,1,2,0,0,70,1,1,
23,1,211678,12,10,3,8,4,1,2,0,0,40,1,0,
79,1,124744,12,10,1,6,5,1,2,0,0,20,1,0,
27,1,213921,13,9,3,3,2,1,2,0,0,40,21,0,
40,1,32214,15,12,1,9,3,1,2,0,0,40,1,0,
18,1,309634,7,7,3,3,2,1,1,0,0,22,1,0,
31,5,125927,4,4,1,10,3,1,2,0,0,40,1,0,
18,1,446839,13,9,3,4,4,1,2,0,0,30,1,0,
52,1,276515,9,13,1,3,3,1,2,0,0,40,13,0,
46,1,51618,13,9,1,3,1,1,1,0,0,40,1,0,
59,1,159937,13,9,1,4,3,1,2,0,0,48,1,0,
44,1,343591,13,9,2,2,4,1,1,14344,0,40,1,1,
53,1,346253,13,9,2,4,2,1,1,0,0,35,1,0,
49,5,268234,13,9,1,13,3,1,2,0,0,40,1,1,
33,1,202051,10,14,1,6,3,1,2,0,0,50,1,0,
30,1,54334,5,5,3,4,4,1,2,0,0,40,1,0,
43,4,410867,11,16,3,6,4,1,1,0,0,50,1,1,
57,1,249977,16,11,1,6,3,1,2,0,0,40,1,0,
37,1,286730,12,10,2,2,6,1,1,0,0,40,1,0,
28,1,212563,12,10,2,8,6,5,1,0,0,25,1,0,
34,5,226296,9,13,1,13,3,1,2,0,0,40,1,1,
29,5,115585,12,10,3,7,4,1,2,0,0,50,1,0,
48,2,191277,11,16,1,6,3,1,2,0,1902,60,1,1,
37,1,202683,12,10,1,4,3,1,2,0,0,48,1,1,
48,1,171095,15,12,2,5,6,1,1,0,0,40,3,0,
32,4,249409,13,9,3,3,2,5,2,0,0,40,1,0,
76,1,124191,10,14,1,5,3,1,2,0,0,40,1,1,
44,1,198282,9,13,1,5,3,1,2,15024,0,60,1,1,
47,2,149116,10,14,3,6,4,1,1,0,0,50,1,0,
20,1,188300,12,10,3,1,2,1,1,0,0,40,1,0,
29,1,103432,13,9,3,2,4,1,2,0,0,40,1,0,
32,3,317660,13,9,1,2,3,1,2,7688,0,40,1,1,
30,1,194901,7,7,3,7,2,1,2,0,0,40,1,0,
31,5,189265,13,9,3,9,4,1,1,0,0,40,1,0,
42,1,124692,13,9,1,7,3,1,2,0,0,40,1,0,
24,1,432376,9,13,3,4,5,1,2,0,0,40,1,0,
38,1,65324,14,15,1,6,3,1,2,0,0,40,1,1,
56,2,335605,13,9,1,3,3,1,2,0,1887,50,5,1,
28,1,377869,12,10,1,4,1,1,1,4064,0,25,1,0,
36,1,102864,13,9,3,8,2,1,1,0,0,40,1,0,
53,1,95647,5,5,1,7,3,1,2,0,0,50,1,0,
56,3,303090,12,10,1,4,3,1,2,0,0,50,1,0,
49,5,197371,16,11,1,2,3,5,2,0,0,40,1,1,
55,1,247552,12,10,1,4,3,1,2,0,0,56,1,0,
22,1,102632,13,9,3,2,4,1,2,0,0,41,1,0,
21,1,199915,12,10,3,3,2,1,1,0,0,40,1,0,
40,1,118853,9,13,1,5,3,1,2,0,0,60,1,0,
30,1,77143,9,13,3,5,2,5,2,0,0,40,6,0,
29,6,267989,9,13,1,6,3,1,2,0,0,50,1,1,
19,1,301606,12,10,3,3,2,5,2,0,0,35,1,0,
47,1,287828,9,13,1,5,1,1,1,0,0,40,1,1,
20,1,111697,12,10,3,9,2,1,1,0,1719,28,1,0,
31,1,114937,15,12,1,9,3,1,2,0,0,40,1,1,
39,1,365739,12,10,2,2,4,1,2,0,0,40,1,0,
28,1,69621,15,12,3,4,4,1,1,0,0,60,1,0,
24,1,43323,13,9,3,3,4,1,1,0,1762,40,1,0,
38,2,120985,13,9,1,2,3,1,2,4386,0,35,1,0,
37,1,254202,9,13,1,4,3,1,2,0,0,50,1,0,
46,1,146195,15,12,2,1,4,5,1,0,0,36,1,0,
38,4,125933,10,14,1,6,3,1,2,0,0,40,14,1,
43,2,56920,13,9,1,2,3,1,2,0,0,60,1,0,
27,1,163127,16,11,1,9,1,1,1,0,0,35,1,0,
20,1,34310,12,10,3,4,2,1,2,0,0,20,1,0,
49,1,81973,12,10,1,2,3,2,2,0,0,40,1,1,
61,3,66614,13,9,1,2,3,1,2,0,0,40,1,0,
27,1,232782,12,10,3,4,2,1,1,0,0,40,1,0,
19,1,316868,12,10,3,3,2,1,2,0,0,30,21,0,
45,1,196584,16,11,3,6,4,1,1,0,1564,40,1,1,
70,1,105376,12,10,3,1,5,1,2,0,0,40,1,0,
31,1,185814,13,9,3,11,6,5,1,0,0,30,1,0,
22,1,175374,12,10,1,3,3,1,2,0,0,24,1,0,
36,1,108293,13,9,5,3,6,1,1,0,0,24,1,0,
64,1,181232,7,7,1,2,3,1,2,0,2179,40,1,0,
47,5,186009,12,10,2,9,6,1,1,0,0,38,21,0,
34,1,198183,13,9,3,9,4,1,1,0,0,40,1,0,
33,1,163003,9,13,3,5,5,2,1,0,0,40,16,0,
21,1,296158,13,9,3,2,2,1,2,0,0,35,1,0,
48,1,187715,13,9,1,2,3,1,2,0,0,46,1,0,
23,1,214542,9,13,3,7,4,1,2,0,0,40,1,0,
71,2,494223,12,10,4,4,6,5,2,0,1816,2,1,0,
29,1,191535,13,9,2,2,4,1,2,0,0,60,1,0,
42,1,228456,9,13,4,3,5,5,2,0,0,50,1,0,
25,1,252752,13,9,3,3,6,1,1,0,0,40,1,0,
44,3,78374,10,14,2,5,6,2,1,0,0,40,1,0,
28,1,88419,13,9,3,5,4,2,1,0,0,40,3,0,
45,2,201080,10,14,1,4,3,1,2,0,0,40,1,1,
36,1,207157,12,10,2,3,6,1,1,0,0,40,21,0,
39,4,235485,15,12,3,5,4,1,2,0,0,42,1,0,
46,6,102628,10,14,5,13,6,1,2,0,0,40,1,0,
18,1,25828,7,7,3,7,2,1,2,0,0,16,1,0,
66,5,54826,16,11,5,6,4,1,1,0,0,20,1,0,
27,1,124953,13,9,3,3,4,1,2,0,1980,40,1,0,
28,6,175325,13,9,1,13,3,1,2,0,0,40,1,0,
51,1,96062,12,10,1,4,3,1,2,0,1977,40,1,1,
27,1,428030,9,13,3,2,4,1,2,0,0,50,1,0,
28,6,149624,9,13,1,6,3,1,2,0,0,40,1,1,
27,1,253814,13,9,6,4,6,1,1,0,0,25,1,0,
21,1,312956,13,9,3,2,2,5,2,0,0,40,1,0,
34,1,483777,13,9,3,7,4,5,2,0,0,40,1,0,
18,1,183930,13,9,3,3,2,1,2,0,0,12,1,0,
33,1,37274,9,13,1,6,3,1,2,0,0,65,1,0,
44,5,181344,12,10,1,5,3,5,2,0,0,38,1,1,
43,1,114580,12,10,2,9,4,1,1,0,0,40,1,0,
30,1,633742,12,10,3,2,4,5,2,0,0,45,1,0,
40,1,286370,4,4,1,8,3,1,2,0,0,40,21,1,
37,4,29054,12,10,1,9,3,1,2,0,0,42,1,1,
34,1,304030,13,9,1,9,3,5,2,0,0,40,1,0,
41,2,143129,9,13,2,5,4,1,1,0,0,40,1,0,
31,1,99928,10,14,1,6,1,1,1,0,0,50,1,0,
58,6,109567,11,16,1,6,3,1,2,0,0,1,1,1,
38,1,155222,12,10,2,8,4,5,1,0,0,28,1,0,
24,1,159567,12,10,1,8,3,1,2,0,0,40,1,0,
41,5,523910,9,13,1,2,3,5,2,0,0,40,1,0,
47,1,120939,12,10,1,1,3,1,2,0,0,45,1,0,
41,4,130760,9,13,1,1,3,1,2,0,0,24,1,0,
23,1,197387,3,3,1,11,5,1,2,0,0,40,21,0,
36,1,99374,12,10,2,2,4,1,2,0,0,40,1,0,
40,4,56795,10,14,3,5,4,1,1,14084,0,55,1,1,
35,1,138992,10,14,1,6,5,1,2,7298,0,40,1,1,
24,2,32921,13,9,3,4,4,1,2,0,0,40,1,0,
26,1,397317,10,14,3,6,4,1,1,0,1876,40,1,0,
51,1,259323,9,13,1,5,3,1,2,0,0,50,1,1,
42,5,254817,12,10,3,6,4,1,1,0,1340,40,1,0,
37,6,48211,13,9,2,9,6,1,1,0,0,35,1,0,
18,1,140164,7,7,3,4,2,1,1,0,0,40,1,0,
36,1,128757,9,13,1,3,3,5,2,7298,0,36,1,1,
35,1,36270,13,9,2,2,4,1,2,0,0,60,1,0,
58,3,210563,13,9,1,4,1,1,1,15024,0,35,1,1,
17,1,65368,7,7,3,4,2,1,1,0,0,12,1,0,
44,5,160943,13,9,1,11,3,5,2,0,0,40,1,0,
37,1,208358,13,9,1,2,3,1,2,0,0,40,1,1,
35,1,153790,12,10,3,4,4,3,1,0,0,40,1,0,
60,1,85815,13,9,1,2,3,2,2,0,0,40,1,0,
54,3,125417,4,4,1,8,3,1,2,0,0,40,1,1,
37,1,635913,9,13,3,5,4,5,2,0,0,60,1,1,
50,1,313321,15,12,2,4,4,1,1,0,0,40,1,0,
38,1,182609,9,13,1,4,3,1,2,0,0,50,18,0,
45,1,109434,9,13,1,6,3,1,2,0,0,55,1,0,
25,1,255004,6,6,3,2,4,1,2,0,0,40,1,0,
31,1,197860,12,10,1,7,3,1,2,0,0,40,1,0,
90,1,51744,13,9,3,3,4,5,2,0,2206,40,1,0,
54,1,176681,13,9,1,9,3,5,2,0,0,20,1,0,
53,5,140359,1,1,3,8,4,1,1,0,0,35,1,0,
18,1,243313,13,9,3,4,2,1,1,0,0,40,1,0,
66,2,167687,13,9,1,10,3,1,2,1409,0,50,1,0,
75,1,314209,16,11,5,9,4,1,1,0,0,20,30,0,
65,1,176796,13,9,2,9,4,1,1,0,0,40,1,0,
35,1,538583,7,7,4,11,4,5,2,3674,0,40,1,0,
41,1,130408,13,9,2,4,6,5,1,0,0,38,1,0,
25,1,159732,12,10,3,9,4,1,2,0,0,42,1,0,
33,1,110978,12,10,2,2,5,4,1,0,0,40,1,0,
28,1,76714,14,15,3,6,4,1,2,0,0,55,1,1,
59,6,268700,13,9,1,3,3,1,2,0,0,40,1,0,
40,6,170525,12,10,3,9,4,1,1,0,0,38,1,0,
41,1,180138,9,13,1,5,3,1,2,0,0,50,14,1,
38,5,115076,10,14,1,5,3,1,2,0,0,70,1,1,
23,1,115458,13,9,3,11,2,1,2,0,0,40,1,0,
40,1,347890,9,13,1,6,3,1,2,0,0,40,1,1,
41,2,196001,13,9,1,3,1,1,1,0,0,20,1,0,
24,6,273905,15,12,1,13,3,1,2,0,0,50,1,0,
38,1,179488,12,10,2,2,4,1,2,0,1741,40,1,0,
58,1,236596,13,9,1,9,3,1,2,0,0,45,1,1,
32,1,183916,13,9,3,3,4,1,1,0,0,34,1,0,
40,1,207578,15,12,1,1,3,1,2,0,1977,60,1,1,
41,1,112763,14,15,1,6,1,1,1,0,0,40,1,1,
42,1,390781,9,13,1,9,1,5,1,0,0,40,1,0,
59,5,171328,6,6,5,3,6,5,1,0,0,30,1,0,
19,5,27382,12,10,3,9,2,1,2,0,0,40,1,0,
58,1,259014,12,10,3,11,4,1,2,0,0,20,1,0,
42,2,303044,13,9,1,10,3,2,2,0,0,40,2,1,
20,1,117789,13,9,3,3,2,1,1,0,0,40,1,0,
32,1,172579,13,9,4,3,4,1,1,0,0,30,1,0,
45,1,187666,16,11,5,5,4,1,1,0,0,45,1,0,
50,1,204518,4,4,2,2,4,1,2,0,0,40,1,0,
36,1,150042,9,13,2,6,2,1,1,0,0,40,1,0,
45,1,98092,13,9,1,4,3,1,2,0,0,60,1,0,
17,1,245918,7,7,3,3,2,1,2,0,0,12,1,0,
59,1,146013,12,10,1,4,3,1,2,4064,0,40,1,0,
26,1,378322,7,7,1,2,3,1,2,0,0,40,1,0,
37,3,257295,12,10,1,5,3,2,2,0,0,75,35,1,
64,1,21174,13,9,1,5,3,1,2,0,0,40,1,1,
33,1,185480,9,13,3,6,4,1,1,0,0,45,1,0,
33,1,222205,13,9,1,2,1,1,1,0,0,40,1,1,
61,1,69867,13,9,1,5,3,1,2,0,0,40,1,1,
17,1,191260,5,5,3,3,2,1,2,1055,0,24,1,0,
50,2,30653,10,14,1,10,3,1,2,2407,0,98,1,0,
27,5,209109,10,14,3,6,2,1,2,0,0,35,1,0,
30,1,70377,13,9,2,6,2,1,1,0,0,40,1,0,
43,1,477983,13,9,1,7,3,5,2,0,0,40,1,0,
44,1,170924,12,10,1,2,3,1,2,7298,0,40,1,1,
35,1,190174,12,10,3,5,4,1,1,0,0,40,1,0,
25,1,193787,12,10,3,1,2,1,1,0,0,40,1,0,
24,1,279472,12,10,1,8,1,1,1,7298,0,48,1,1,
22,1,34918,9,13,3,6,4,1,1,0,0,15,6,0,
42,5,97688,12,10,1,2,3,1,2,5178,0,40,1,1,
34,1,175413,15,12,2,4,6,5,1,0,0,45,1,0,
60,1,173960,9,13,2,6,4,1,1,0,0,42,1,0,
21,1,205759,13,9,3,7,2,1,2,0,0,40,1,0,
57,4,425161,10,14,1,4,3,1,2,15024,0,40,1,1,
41,1,220531,14,15,1,6,3,1,2,0,0,60,1,1,
50,1,176609,12,10,2,3,4,1,2,0,0,45,1,0,
25,1,371987,9,13,3,5,4,1,1,0,0,40,1,0,
50,1,193884,4,4,1,2,3,1,2,0,0,40,27,0,
36,1,200352,9,13,1,6,3,1,2,0,0,45,1,0,
31,1,127595,13,9,2,6,4,1,1,0,0,40,1,0,
29,5,220419,9,13,3,13,4,1,2,0,0,56,1,0,
21,1,231931,12,10,3,4,2,1,2,0,0,45,1,0,
27,1,248402,9,13,3,1,6,5,1,0,0,40,1,0,
65,1,111095,13,9,1,11,3,1,2,0,0,16,1,0,
37,3,57424,9,13,2,4,4,1,1,0,0,60,1,0,
24,1,278130,13,9,3,2,2,1,2,0,0,40,1,0,
38,1,169469,13,9,2,4,4,1,2,0,0,80,1,0,
48,1,146268,9,13,1,9,3,1,2,7688,0,40,1,1,
21,1,153718,12,10,3,3,4,2,1,0,0,25,1,0,
31,1,217460,13,9,1,11,3,1,2,0,0,45,1,1,
55,1,238638,13,9,1,4,3,1,2,4386,0,40,1,1,
24,1,303296,12,10,1,9,1,2,1,0,0,40,26,0,
43,1,173321,13,9,2,9,4,1,1,0,0,40,1,0,
26,1,193945,15,12,3,1,4,1,2,0,0,45,1,0,
46,1,83082,15,12,3,6,4,1,1,0,0,33,1,0,
35,1,193815,15,12,1,9,3,1,2,0,0,40,1,1,
41,3,34987,12,10,1,10,3,1,2,0,0,54,1,1,
26,1,59306,9,13,3,4,4,1,2,0,0,40,1,0,
34,1,142897,10,14,1,5,3,2,2,7298,0,35,28,1,
36,2,205607,9,13,2,6,4,5,1,0,0,40,1,1,
22,1,199698,12,10,3,4,2,1,2,0,0,15,1,0,
24,1,191954,12,10,3,8,4,1,2,0,0,40,1,0,
77,2,138714,12,10,1,4,3,1,2,0,0,40,1,0,
22,1,399087,3,3,1,8,5,1,1,0,0,40,21,0,
29,1,423158,12,10,3,1,4,1,1,0,0,40,1,0,
62,1,159841,13,9,5,3,4,1,1,0,0,24,1,0,
39,2,174308,13,9,1,5,3,1,2,0,0,40,1,0,
43,1,50356,12,10,1,2,3,1,2,0,1485,50,1,0,
35,1,186110,13,9,2,11,4,1,2,0,0,45,1,0,
29,1,200381,7,7,3,5,4,1,1,0,0,40,1,0,
76,2,174309,10,14,1,2,3,1,2,0,0,10,1,0,
63,2,78383,13,9,1,10,3,1,2,0,0,45,1,0,
43,1,187728,12,10,1,6,1,1,1,0,1887,50,1,1,
58,2,321171,13,9,1,7,3,1,2,0,0,40,1,0,
66,1,127921,13,9,3,11,4,1,2,2050,0,55,1,0,
41,1,206565,12,10,3,2,4,5,2,0,0,45,1,0,
26,1,224563,9,13,3,9,4,1,2,0,0,40,1,0,
47,1,178686,16,11,3,3,4,1,2,0,0,40,1,0,
55,5,98545,6,6,1,9,3,1,2,0,0,40,1,0,
53,1,242606,13,9,1,11,3,1,2,0,0,40,1,0,
17,1,270942,3,3,3,3,5,1,2,0,0,48,21,0,
30,1,94235,13,9,3,2,5,1,2,0,0,40,1,0,
49,1,71195,10,14,3,6,4,1,2,0,0,60,1,0,
19,1,104112,13,9,3,4,6,5,2,0,0,30,29,0,
45,1,261192,13,9,1,3,3,5,2,0,0,40,1,0,
26,1,94936,15,12,3,4,4,1,2,0,0,40,1,0,
38,1,296478,16,11,1,2,3,1,2,7298,0,40,1,1,
36,6,119272,13,9,1,13,3,1,2,7298,0,40,1,1,
33,1,85043,13,9,3,10,4,1,2,0,0,20,1,0,
22,6,293364,12,10,3,13,2,5,1,0,0,40,1,0,
43,2,241895,9,13,3,4,4,1,2,0,0,42,1,0,
56,1,101128,15,12,6,3,4,1,2,0,0,25,14,0,
31,1,156464,9,13,3,6,2,1,2,0,0,25,1,0,
33,1,117963,9,13,1,5,3,1,2,0,0,40,1,1,
26,1,192262,13,9,1,3,3,1,2,0,0,40,1,0,
33,1,111363,9,13,1,5,3,1,2,0,0,40,1,1,
46,5,329752,7,7,1,11,3,1,2,0,0,30,1,0,
38,4,95432,13,9,1,9,3,1,2,0,0,40,1,1,
65,1,161400,7,7,5,3,6,4,2,0,0,40,1,0,
40,1,96129,16,11,1,1,3,1,2,0,0,40,1,1,
42,1,111949,13,9,1,9,1,1,1,0,0,35,1,0,
26,2,117125,5,5,1,2,3,1,2,0,0,40,22,0,
36,1,348022,6,6,1,3,1,1,1,0,0,24,1,0,
62,1,270092,10,14,1,6,3,1,2,0,0,40,1,1,
43,1,180609,9,13,1,11,3,1,2,0,0,45,1,0,
43,1,174575,9,13,2,5,4,1,2,0,1564,45,1,1,
22,1,410439,13,9,6,4,4,1,2,0,0,55,1,0,
28,1,92262,13,9,1,2,3,1,2,0,0,40,1,0,
56,2,183081,12,10,1,4,3,1,2,0,0,45,1,0,
22,1,362589,15,12,3,4,4,1,1,0,0,15,1,0,
57,1,212448,9,13,2,5,4,1,1,0,0,45,1,1,
39,1,481060,13,9,2,4,6,1,1,0,0,40,1,0,
26,4,185885,12,10,3,9,6,1,1,0,0,15,1,0,
17,1,89821,7,7,3,3,2,1,2,0,0,10,1,0,
40,6,184018,16,11,1,8,3,1,2,0,0,38,1,1,
45,1,256649,13,9,1,8,3,5,2,0,0,40,1,0,
44,1,160323,13,9,3,2,4,5,2,0,0,40,1,0,
20,5,350845,12,10,3,9,2,1,1,0,0,10,1,0,
33,1,267404,13,9,1,2,1,1,1,0,0,40,1,0,
23,1,35633,12,10,3,4,4,1,2,0,0,40,1,0,
46,2,80914,10,14,2,5,4,1,2,0,0,30,1,0,
38,1,172927,13,9,1,4,3,1,2,0,0,50,1,0,
54,1,174319,13,9,2,11,4,1,2,0,0,40,1,0,
46,1,214955,3,3,2,2,4,1,1,0,2339,45,1,0,
25,1,344991,12,10,1,2,3,1,2,0,0,40,1,0,
46,1,108699,12,10,2,4,4,1,1,0,0,40,1,0,
36,5,117312,12,10,1,11,1,1,1,0,0,40,1,0,
23,1,396099,13,9,3,3,4,1,1,0,0,25,1,0,
29,1,134152,13,9,4,8,4,1,2,0,0,40,1,0,
44,1,162028,12,10,1,9,1,1,1,0,2415,6,1,1,
19,1,25429,12,10,3,9,2,1,1,0,0,16,1,0,
19,1,232392,13,9,3,3,5,1,1,0,0,40,1,0,
35,1,220098,13,9,1,3,1,1,1,0,0,40,1,1,
27,1,301302,9,13,3,2,4,1,2,0,0,50,1,0,
46,2,277946,15,12,4,2,4,1,2,0,0,40,1,0,
34,1,196164,13,9,3,3,4,1,1,0,0,35,1,0,
44,1,115562,12,10,1,1,3,1,2,0,0,40,1,0,
45,1,96975,12,10,2,7,6,1,1,0,0,40,1,0,
25,1,86872,9,13,1,5,3,1,2,0,0,55,1,1,
52,3,132178,9,13,1,5,3,1,2,0,0,50,1,1,
20,1,416103,12,10,3,7,2,1,2,0,0,40,1,0,
28,1,108574,12,10,3,3,4,1,1,0,0,40,1,0,
50,6,288353,9,13,1,13,3,1,2,0,0,40,1,1,
34,1,227689,16,11,2,1,4,1,1,0,0,64,1,0,
28,1,166481,4,4,1,7,3,4,2,0,2179,40,4,0,
41,1,445382,10,14,1,5,3,1,2,0,1977,65,1,1,
28,1,110145,13,9,1,9,3,1,2,0,0,40,1,0,
46,2,317253,13,9,1,2,3,1,2,0,0,25,1,0,
32,1,364657,12,10,1,5,3,1,2,0,0,50,1,0,
41,5,42346,12,10,2,3,4,5,1,0,0,24,1,0,
24,1,241951,13,9,3,7,6,5,1,0,0,40,1,0,
33,1,118500,12,10,2,5,6,1,1,0,0,40,1,0,
46,1,188386,11,16,1,5,3,1,2,15024,0,60,1,1,
31,6,1033222,12,10,1,8,3,1,2,0,0,40,1,0,
35,1,92440,8,8,2,2,4,1,2,0,0,50,1,1,
52,1,190762,2,2,1,8,3,1,2,0,0,40,21,0,
30,1,426017,7,7,3,3,2,1,1,0,0,19,1,0,
34,5,243867,7,7,4,8,4,5,2,0,0,40,1,0,
34,6,240283,13,9,2,11,6,1,1,0,0,40,1,0,
20,1,61777,12,10,1,4,3,1,2,0,0,30,1,0,
17,1,175024,7,7,3,7,2,1,2,2176,0,18,1,0,
32,6,92003,9,13,1,5,1,1,1,0,0,40,1,1,
29,1,188401,13,9,2,10,4,1,2,0,0,40,1,0,
33,1,228528,6,6,3,2,6,1,1,0,0,35,1,0,
25,1,133373,13,9,1,11,3,1,2,0,0,60,1,0,
36,4,255191,10,14,3,6,4,1,2,0,1408,40,1,0,
23,1,204653,13,9,3,7,4,1,2,0,0,72,25,0,
63,3,222289,13,9,1,5,3,1,2,0,0,40,1,1,
47,5,287480,10,14,1,6,3,1,2,0,0,40,1,0,
40,2,204116,9,13,6,6,4,1,1,2174,0,40,1,0,
30,1,29662,15,12,1,3,1,1,1,0,0,25,1,1,
27,1,116358,12,10,3,2,2,2,2,0,1980,40,16,0,
33,1,208405,10,14,1,6,3,1,2,0,0,50,1,1,
34,5,284843,13,9,3,10,4,5,2,594,0,60,1,0,
34,5,117018,12,10,3,13,4,1,1,0,0,40,1,0,
23,1,81281,12,10,1,9,3,1,2,0,0,40,1,0,
42,5,340148,12,10,1,9,1,1,1,0,0,40,1,0,
29,1,363425,9,13,3,6,4,1,2,0,0,40,1,0,
45,1,45857,13,9,2,9,4,1,1,0,0,28,1,0,
24,4,191073,13,9,3,14,2,1,2,0,0,40,1,0,
44,1,116632,12,10,1,6,3,1,2,0,0,40,1,1,
27,1,405855,5,5,3,2,5,1,2,0,0,40,21,0,
20,1,298227,12,10,3,4,4,1,2,0,0,35,1,0,
44,1,290521,13,9,5,5,6,5,1,0,0,40,1,0,
51,1,56915,13,9,1,2,3,3,2,0,0,40,1,0,
20,1,146538,13,9,1,8,3,1,2,0,0,40,1,0,
19,1,206399,13,9,3,8,2,5,1,0,0,40,1,0,
45,3,197332,12,10,1,2,3,1,2,0,0,55,1,1,
60,1,245062,13,9,1,2,3,1,2,0,0,40,1,1,
44,2,234885,13,9,1,4,1,1,1,0,0,40,1,1,
40,1,72887,16,11,1,8,3,2,2,0,0,40,1,1,
30,1,180374,13,9,1,5,1,1,1,0,0,40,1,0,
38,1,351299,12,10,1,11,3,5,2,0,0,50,1,0,
23,1,54012,13,9,1,11,3,1,2,0,0,60,1,0,
44,1,116632,15,12,3,10,2,1,2,0,0,40,1,0,
54,5,288825,13,9,1,11,3,5,2,0,0,40,1,0,
32,1,132601,9,13,1,6,3,1,2,0,0,50,1,0,
50,1,193374,2,2,6,2,6,1,2,0,0,40,1,0,
24,1,170070,9,13,3,1,4,1,1,0,0,20,1,0,
37,1,126708,13,9,1,9,1,1,1,0,0,60,1,0,
52,1,35598,13,9,2,11,6,1,2,0,0,40,1,0,
38,1,33983,12,10,1,11,3,1,2,0,0,40,1,0,
49,1,192776,10,14,1,5,3,1,2,0,1977,45,1,1,
30,1,118551,9,13,1,1,1,1,1,0,0,16,1,1,
